id,en,de,es,fr,phe,kcal,emoji
23176,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0 fat, choice, cooked, grilled","Rindfleisch, Rib-Eye-Steak, ohne Knochen, ohne Lippe, nur teilbar, mager, auf 0 Fett getrimmt, nach Wahl, gekocht, gegrillt","Carne de res, filete de costilla, sin hueso, sin labio, sólo magro separable, recortado a 0 grasa, elegido, cocido, a la parrilla","Bœuf, faux-filet, désossé, sans lèvre, maigre séparable seulement, paré à 0 gras, au choix, cuit, grillé",1.14,215.0,🥩
23065,"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0 fat, select, cooked, grilled","Rindfleisch, Hackfleisch, Schulterklumpen, Schulterfilet, Medaillon, trennbares Magerfleisch und Fett, auf 0 Fett getrimmt, ausgewählt, gekocht, gegrillt","Carne de res, tirada, terrón de paleta, paleta tierna, medallón, parte magra y grasa, recortado a 0 grasa, selecto, cocido, a la parrilla","Bœuf, paleron, motte d'épaule, épaule tendre, médaillon, maigre et gras séparables, paré à 0 gras, sélectionné, cuit, grillé",1.04,172.0,🥩
23166,"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0 fat, select, cooked, grilled","Rindfleisch, Tellersteak, ohne Knochen, Innenrand, trennbar, nur mager, auf 0 Fett getrimmt, ausgewählt, gekocht, gegrillt","Carne de res, filete al plato, sin hueso, falda interior, sólo magro separable, recortado a 0 grasa, selecto, cocinado, a la parrilla","Bœuf, steak dans une assiette, désossé, jupe intérieure, maigre séparable seulement, paré à 0 gras, sélectionné, cuit, grillé",1.44,223.0,🥩
23167,"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0 fat, select, raw","Rindfleisch, Tellersteak, ohne Knochen, Innenrand, nur teilbar, mager, auf 0 Fett getrimmt, ausgewählt, roh","Carne de res, filete al plato, sin hueso, falda interior, sólo magro separable, recortado a 0 grasa, selecto, crudo","Bœuf, steak dans une assiette, désossé, jupe intérieure, maigre séparable seulement, paré à 0 gras, sélectionné, cru",1.02,153.0,🥩
23165,"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0 fat, choice, raw","Rindfleisch, Tellersteak, ohne Knochen, Innenrand, nur teilbar, mager, auf 0 Fett getrimmt, nach Wahl, roh","Carne de res, filete al plato, sin hueso, falda interior, sólo magro separable, recortado a 0 grasa, elegido, crudo","Bœuf, steak dans une assiette, désossé, jupe intérieure, maigre séparable seulement, paré à 0 gras, au choix, cru",0.869,171.0,🥩
23168,"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0 fat, all grades, cooked, grilled","Rindfleisch, Tellersteak, ohne Knochen, Außenhaut, nur teilbar, mager, auf 0 Fett getrimmt, alle Qualitäten, gekocht, gegrillt","Carne de res, filete al plato, sin hueso, falda exterior, sólo magro separable, recortado a 0 grasa, todos los grados, cocinado, a la parrilla","Bœuf, steak dans une assiette, désossé, jupe extérieure, maigre séparable seulement, paré à 0 gras, tous grades, cuit, grillé",1.21,282.0,🥩
23058,"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0 fat, all grades, cooked, grilled","Rindfleisch, Chuck, Schulterklumpen, Schultersteaks und -mitten, trennbares mageres und fettes Rindfleisch, auf 0 Fett getrimmt, alle Qualitäten, gekocht, gegrillt","Carne de res, tirada, terrón de paleta, filetes de paleta y centro, parte magra y grasa, recortado a 0 grasa, todos los grados, cocinado, a la parrilla","Bœuf, paleron, motte d'épaule, steaks de dessus et de centre d'épaule, maigre et gras séparables, parés à 0 gras, toutes catégories, cuits, grillés",1.04,182.0,🥩
23059,"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0 fat, all grades, raw","Rind, Rind, Schulterklumpen, Obermesser, Steak, trennbares Mager- und Fettfleisch, auf 0 Fett getrimmt, alle Qualitäten, roh","Carne de res, lomo, paleta, filete, parte magra y grasa, recortado a 0 grasa, todos los grados, crudo","Bœuf, paleron, motte d'épaule, lame supérieure, steak, maigre et gras séparables, parés à 0 gras, toutes catégories, crus",0.75,176.0,🥩
23057,"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0 fat, all grades, raw","Rindfleisch, Chuck, Schulterklumpen, Schultersteaks und -mitten, trennbares mageres und fettes Rindfleisch, auf 0 Fett getrimmt, alle Qualitäten, roh","Carne de res, tirada, terrón de paleta, filetes de parte superior y central de la paleta, parte magra y grasa, recortado a 0 grasa, todos los grados, crudo","Bœuf, paleron, motte d'épaule, steaks de dessus et de centre d'épaule, maigre et gras séparables, parés à 0 gras, toutes catégories, crus",0.817,141.0,🥩
23064,"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0 fat, all grades, cooked, grilled","Rindfleisch, rund, außen rund, unten rund, Steak, mager und fett trennbar, auf 0 Fett getrimmt, alle Qualitäten, gekocht, gegrillt","Carne de res, lomo, lomo exterior, lomo inferior, filete, parte magra y grasa, recortado a 0 grasa, todos los grados, cocinado, a la parrilla","Bœuf, rond, extérieur rond, bas rond, steak, maigre et gras séparable, paré à 0 gras, toutes qualités, cuit, grillé",1.09,182.0,🥩
23056,"Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0 fat, all grades, cooked, grilled","Rindfleisch, rund, Haxe, Spitzenseite, Steak, trennbares mageres und fettes Rindfleisch, auf 0 Fett getrimmt, alle Qualitäten, gekocht, gegrillt","Carne de res, lomo, lomo, filete, parte magra y grasa, recortado a 0 grasa, todos los grados, cocinado, a la parrilla","Bœuf, rond, jarret, pointe, steak, maigre et gras séparable, paré à 0 gras, toutes qualités, cuit, grillé",1.15,168.0,🥩
23050,"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0 fat, choice, cooked, grilled","Rindfleisch, rund, außen rund, unten rund, Steak, mager und fett trennbar, auf 0 Fett getrimmt, nach Wahl, gekocht, gegrillt","Carne de res, lomo, lomo exterior, lomo inferior, filete, parte magra y grasa, recortado a 0 grasa, elección, cocido, a la parrilla","Bœuf, rond, extérieur rond, bas rond, steak, maigre et gras séparable, paré à 0 gras, au choix, cuit, grillé",1.08,191.0,🥩
23048,"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0 fat, select, cooked, grilled","Rindfleisch, rund, Haxe, Spitzenmitte, Steak, trennbar mager und fett, auf 0 Fett getrimmt, ausgewählt, gekocht, gegrillt","Carne de res, lomo, codillo, punta central, filete, parte magra y grasa, recortado a 0 grasa, selecto, cocido, a la parrilla","Bœuf, rond, jarret, pointe centrale, steak, maigre et gras séparable, paré à 0 gras, sélectionné, cuit, grillé",1.05,162.0,🥩
23049,"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0 fat, choice, raw","Rindfleisch, rund, außen rund, unten rund, Steak, mager und fett trennbar, auf 0 Fett getrimmt, nach Wahl, roh","Carne de res, lomo, lomo exterior, lomo inferior, filete, parte magra y grasa, recortado a 0 grasa, elegido, crudo","Bœuf, rond, rond extérieur, rond inférieur, steak, maigre et gras séparables, paré à 0 gras, au choix, cru",0.839,150.0,🥩
23051,"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0 fat, select, raw","Rindfleisch, rund, außen rund, unten rund, Steak, trennbares mageres und fettes Fleisch, auf 0 Fett getrimmt, ausgewählt, roh","Carne de res, lomo, lomo exterior, lomo inferior, filete, parte magra y grasa, recortado a 0 grasa, selecto, crudo","Bœuf, rond, rond extérieur, rond inférieur, steak, maigre et gras séparable, paré à 0 gras, sélectionné, cru",0.875,129.0,🥩
23042,"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0 fat, choice, cooked, grilled","Rindfleisch, Hackfleisch, Schulterklumpen, Obermesser, Steak, trennbares Magerfleisch und Fett, auf 0 Fett getrimmt, nach Wahl, gekocht, gegrillt","Carne de res, lomo, paleta, filete, parte magra y grasa, recortado a 0 grasa, elegido, cocido, a la parrilla","Bœuf, paleron, motte d'épaule, lame supérieure, steak, maigre et gras séparables, paré à 0 gras, au choix, cuit, grillé",0.975,228.0,🥩
23039,"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0 fat, select, raw","Rindfleisch, Chuck, Schulterklumpen, Schultersteaks und -mitten, trennbar von magerem und fettem Fleisch, auf 0 Fett getrimmt, ausgewählt, roh","Carne de res, tirada, terrón de paleta, filetes de parte superior y central de la paleta, parte magra y grasa, recortado a 0 grasa, selecto, crudo","Bœuf, paleron, motte d'épaule, steaks de dessus et de centre d'épaule, maigre et gras séparables, parés à 0 gras, sélectionnés, crus",0.835,140.0,🥩
23034,"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0 fat, choice, raw","Rindfleisch, Futter, Schulterklumpen, Schulterfilet, Medaillon, trennbares Magerfleisch und Fett, auf 0 Fett getrimmt, nach Wahl, roh","Carne de res, tirada, terrón de paleta, paleta tierna, medallón, parte magra y grasa, recortado a 0 grasa, elegido, crudo","Bœuf, paleron, motte d'épaule, épaule tendre, médaillon, maigre et gras séparables, paré à 0 gras, au choix, cru",0.81,145.0,🥩
23040,"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0 fat, select, cooked, grilled","Rindfleisch, Rinderhackfleisch, Schulterklumpen, Schultersteaks und -mittensteaks, mageres und fettes Fleisch trennbar, auf 0 Fett getrimmt, ausgewählt, gekocht, gegrillt","Carne de res, tirada, terrón de paleta, filetes de paleta y centro, parte magra y grasa, recortado a 0 grasa, selecto, cocido, a la parrilla","Bœuf, paleron, motte d'épaule, steaks de dessus et de centre d'épaule, maigre et gras séparables, parés à 0 gras, sélectionnés, cuits, grillés",1.03,176.0,🥩
23041,"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0 fat, choice, raw","Rindfleisch, Futter, Schulterklumpen, Obermesser, Steak, trennbares mageres und fettes Fleisch, auf 0 Fett getrimmt, nach Wahl, roh","Carne de res, lomo, paleta, filete, parte magra y grasa, recortado a 0 grasa, selecto, crudo","Bœuf, paleron, motte d'épaule, lame supérieure, steak, maigre et gras séparables, paré à 0 gras, au choix, cru",0.74,182.0,🥩
23005,"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8 fat, all grades, raw","Rindfleisch, kurze Lende, T-Bone-Steak, trennbares mageres und fettes Rindfleisch, auf 1/8 Fett getrimmt, alle Qualitäten, roh","Carne de res, lomo corto, chuletón, parte magra y grasa, recortado a 1/8 de grasa, todos los grados, crudo","Bœuf, longe courte, steak d'aloyau, maigre et gras séparables, paré à 1/8 de gras, toutes qualités, cru",0.807,223.0,🥩
23032,"Beef, round, knuckle, tip side, steak, separable lean and fat , trimmed to 0 fat, select, raw","Rindfleisch, rund, Haxe, Spitzenseite, Steak, trennbares mageres und fettes Rindfleisch, auf 0 Fett getrimmt, ausgewählt, roh","Carne de res, lomo, lomo, filete, parte magra y grasa, recortado a 0 grasa, selecto, crudo","Bœuf, rond, jarret, pointe, steak, maigre et gras séparables, paré à 0 gras, sélectionné, cru",0.867,123.0,🥩
23031,"Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0 fat, choice, cooked, grilled","Rindfleisch, rund, Haxe, Spitzenseite, Steak, trennbares mageres und fettes Rindfleisch, auf 0 Fett getrimmt, nach Wahl, gekocht, gegrillt","Carne de res, lomo, lomo, filete, parte magra y grasa, recortado a 0 grasa, selecto, cocido, a la parrilla","Bœuf, rond, jarret, pointe, steak, maigre et gras séparable, paré à 0 gras, au choix, cuit, grillé",1.14,174.0,🥩
23033,"Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0 fat, select, cooked, grilled","Rindfleisch, rund, Haxe, Spitzenseite, Steak, trennbar mager und fett, auf 0 Fett getrimmt, ausgewählt, gekocht, gegrillt","Carne de res, lomo, lomo, filete, parte magra y grasa, recortado a 0 grasa, selecto, cocido, a la parrilla","Bœuf, rond, jarret, pointe, steak, maigre et gras séparable, paré à 0 gras, sélectionné, cuit, grillé",1.16,160.0,🥩
22977,"Lasagna with meat sauce, frozen, prepared","Lasagne mit Fleischsauce, gefroren, zubereitet","Lasaña con salsa de carne, congelada, preparada","Lasagne à la sauce à la viande, surgelée, préparée",0.329,135.0,🍖
23003,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8 fat, select, raw","Rindfleisch, kurze Lende, Porterhouse-Steak, trennbares mageres und fettes Rindfleisch, auf 1/8 Fett getrimmt, ausgewählt, roh","Carne de res, lomo corto, filete, parte magra y grasa, recortado a 1/8 de grasa, selecto, crudo","Bœuf, longe courte, steak de porterhouse, maigre et gras séparables, paré à 1/8 de gras, sélectionné, cru",0.844,208.0,🥩
23004,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8 fat, select, cooked, grilled","Rindfleisch, kurze Lende, Porterhouse-Steak, trennbar, mager und fett, auf 1/8 Fett getrimmt, ausgewählt, gekocht, gegrillt","Carne de res, lomo corto, filete, parte magra y grasa, recortado a 1/8 de grasa, selecto, cocido, a la parrilla","Bœuf, longe courte, steak de porterhouse, maigre et gras séparables, paré à 1/8 de gras, sélectionné, cuit, grillé",1.07,263.0,🥩
23002,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8 fat, all grades, cooked, grilled","Rindfleisch, kurze Lende, Porterhouse-Steak, trennbares mageres und fettes Rindfleisch, auf 1/8 Fett getrimmt, alle Qualitäten, gekocht, gegrillt","Carne de res, lomo corto, filete, parte magra y grasa, recortado a 1/8 de grasa, todos los grados, cocinado, a la parrilla","Bœuf, longe courte, steak de porterhouse, maigre et gras séparables, paré à 1/8 de gras, toutes qualités, cuit, grillé",1.02,276.0,🥩
22963,"Lean Pockets, Meatballs & Mozzarella","Magere Taschen, Fleischbällchen und Mozzarella","Lean Pockets, albóndigas y mozzarella","Poches maigres, boulettes de viande et mozzarella",0.503,240.0,🍖
22976,"Ravioli, cheese with tomato sauce, frozen, not prepared, includes regular and light entrees","Ravioli, Käse mit Tomatensauce, gefroren, nicht zubereitet, umfasst normale und leichte Hauptgerichte","Raviolis, queso con salsa de tomate, congelados, sin preparar, incluye platos principales regulares y ligeros","Raviolis, fromage à la sauce tomate, surgelés, non préparés, comprend les entrées régulières et légères",0.2,111.0,🍅
22955,"Egg rolls, vegetable, frozen, prepared","Eierbrötchen, Gemüse, gefroren, zubereitet","Rollitos de huevo, vegetales, congelados, preparados","Rouleaux aux œufs, légumes, surgelés, préparés",0.202,214.0,🥚
22962,"LEAN POCKETS, Ham N Cheddar","LEAN POCKETS, Schinken und Cheddar","BOLSILLOS MAGROS, Jamón Y Cheddar","POCHES LEAN, Jambon Et Cheddar",0.465,230.0,🍽️
22956,"Lasagna, Vegetable, frozen, baked","Lasagne, Gemüse, gefroren, gebacken","Lasaña, vegetales, congelada, horneada","Lasagne, légumes, surgelée, cuite au four",0.294,139.0,🍽️
22954,"Egg rolls, chicken, refrigerated, heated","Eierbrötchen, Hühnchen, gekühlt, erhitzt","Rollitos de huevo, pollo, refrigerados, calentados","Rouleaux aux œufs, poulet, réfrigérés, chauffés",0.43,197.0,🥚
22953,"Egg rolls, pork, refrigerated, heated","Eierbrötchen, Schweinefleisch, gekühlt, erhitzt","Rollitos de huevo, cerdo, refrigerados, calentados","Rouleaux aux œufs, porc, réfrigérés, chauffés",0.39,227.0,🥚
22912,"Spaghetti, with meatballs in tomato sauce, canned","Spaghetti, mit Fleischbällchen in Tomatensauce, aus der Dose","Espaguetis con albóndigas en salsa de tomate, enlatados","Spaghetti aux boulettes de viande à la sauce tomate, en conserve",0.16,100.0,🍅
22911,"Chili, no beans, canned entree","Chili, keine Bohnen, Vorspeise aus der Dose","Chile, sin frijoles, plato principal enlatado","Chili, sans haricots, entrée en conserve",0.284,118.0,🌶️
22529,"Beef Pot Pie, frozen entree, prepared","Beef Pot Pie, gefrorenes Hauptgericht, zubereitet","Pastel de carne, plato principal congelado, preparado","Pâté au bœuf, plat surgelé, préparé",0.299,220.0,🥩
22401,"Spaghetti with meat sauce, frozen entree","Spaghetti mit Fleischsauce, gefrorenes Hauptgericht","Espaguetis con salsa de carne, plato principal congelado","Spaghetti à la sauce à la viande, plat surgelé",0.292,90.0,🍖
22402,"Beef macaroni with tomato sauce, frozen entree, reduced fat","Rindermakkaroni mit Tomatensauce, gefrorenes Hauptgericht, fettreduziert","Macarrones de carne con salsa de tomate, plato principal congelado, reducido en grasa","Macaroni au bœuf sauce tomate, plat surgelé, allégé en gras",0.243,113.0,🍅
21415,"POPEYES, biscuit","POPEYES, Keks","POPEYES, galleta","POPEYES, biscuit",0.293,401.0,🍽️
21400,"Fast foods, cheeseburger; double, regular patty; double decker bun with condiments and special sauce","Fastfood, Cheeseburger; doppeltes, normales Pastetchen; Doppeldecker-Brötchen mit Gewürzen und Spezialsauce","Comidas rápidas, hamburguesas con queso; hamburguesa doble y normal; pan de dos pisos con condimentos y salsa especial","Restauration rapide, cheeseburger ; galette double et régulière; pain à deux étages avec condiments et sauce spéciale",0.45,261.0,🧀
21416,"POPEYES, Coleslaw","POPEYES, Krautsalat","POPEYES, ensalada de col","POPEYES, salade de chou",0.02,161.0,🍽️
21417,"POPEYES, Mild Chicken Strips, analyzed 2006","POPEYES, Mild Chicken Strips, analysiert 2006","POPEYES, Tiras de Pollo Suaves, analizado 2006","POPEYES, Lanières de poulet douces, analysées en 2006",0.78,271.0,🍗
21388,"Fast foods, miniature cinnamon rolls","Fastfood, Miniatur-Zimtschnecken","Comidas rápidas, rollitos de canela en miniatura.","Restauration rapide, brioches miniatures à la cannelle",0.334,403.0,🍽️
21385,"BURGER KING, CROISSAN'WICH with Egg and Cheese","BURGER KING, CROISSAN'WICH mit Ei und Käse","BURGER KING, CROISSAN'WICH con Huevo y Queso","BURGER KING, CROISSAN'WICH à l'Oeuf et au Fromage",0.528,283.0,🧀
21387,"BURGER KING, Hash Brown Rounds","BURGER KING, Hash Brown Rounds","BURGER KING, Rondas de Hash Brown","BURGER KING, Rondelles de pommes de terre rissolées",0.124,302.0,🍔
21386,"BURGER KING, french toast sticks","BURGER KING, French-Toast-Sticks","BURGER KING, palitos de tostadas francesas","BURGER KING, bâtonnets de pain perdu",0.296,349.0,🍔
21340,"McDONALD'S, Sausage Burrito","McDONALD'S, Wurst-Burrito","McDONALD'S, burrito de salchicha","McDONALD'S, Burrito à la Saucisse",0.576,277.0,🌯
21304,"Fast Food, Pizza Chain, 14 pizza, meat and vegetable topping, regular crust","Fast Food, Pizzakette, 14 Pizzen, Fleisch- und Gemüsebelag, normaler Boden","Comida Rápida, Cadena de Pizzerías, 14 pizzas, aderezo de carne y verduras, masa regular","Restauration rapide, Chaîne de pizza, 14 pizzas, garniture viande et légumes, croûte régulière",0.553,244.0,🍖
21298,"PIZZA HUT 14 Super Supreme Pizza, Hand-Tossed Crust","PIZZA HUT 14 Super Supreme Pizza, handgewürfelter Boden","PIZZA HUT 14 Pizza Súper Suprema, masa preparada a mano","PIZZA HUT 14 Pizza Super Suprême, croûte préparée à la main",0.57,248.0,🍕
21290,"LITTLE CAESARS 14 Cheese Pizza, Large Deep Dish Crust","LITTLE CAESARS Pizza mit 14 Käsesorten, großer, tiefer Tellerboden","LITTLE CAESARS Pizza de 14 quesos, masa grande y profunda","LITTLE CAESARS Pizza 14 fromages, grande croûte profonde",0.766,263.0,🧀
21287,"LITTLE CAESARS 14 Original Round Cheese Pizza, Regular Crust","LITTLE CAESARS 14 Original runde Käsepizza, normaler Boden","LITTLE CAESARS 14 Pizza redonda original de queso, masa regular","LITTLE CAESARS 14 Pizza originale au fromage rond, croûte régulière",0.717,265.0,🧀
21282,"DOMINO'S 14 EXTRAVAGANZZA FEAST Pizza, Classic Hand-Tossed Crust","DOMINO'S 14 EXTRAVAGANZZA FEAST Pizza, klassischer handgewürfelter Boden","DOMINO'S 14 EXTRAVAGANZZA FEAST Pizza, masa clásica mezclada a mano","Pizza DOMINO'S 14 EXTRAVAGANZZA FEAST, croûte classique préparée à la main",0.524,244.0,🍕
21288,"LITTLE CAESARS 14 Original Round Pepperoni Pizza, Regular Crust","LITTLE CAESARS 14 Originale runde Peperoni-Pizza, normaler Boden","LITTLE CAESARS 14 Pizza de pepperoni redonda original, masa regular","LITTLE CAESARS 14 Pizza Pepperoni Ronde Originale, Croûte Régulière",0.753,273.0,🌶️
21289,"LITTLE CAESARS 14 Original Round Meat and Vegetable Pizza, Regular Crust","LITTLE CAESARS 14 Original runde Pizza mit Fleisch und Gemüse, normaler Boden","LITTLE CAESARS 14 Original Pizza Redonda de Carne y Verduras, Masa Regular","PETITS CAESARS 14 Pizza Ronde Originale Viande et Légumes, Croûte Régulière",0.604,243.0,🍖
21281,"DOMINO'S 14 Pepperoni Pizza, Ultimate Deep Dish Crust","DOMINO'S 14 Pepperoni-Pizza, ultimative Deep-Dish-Kruste","DOMINO'S 14 Pizza de pepperoni, masa profunda definitiva","Pizza au pepperoni DOMINO'S 14, croûte profonde ultime",0.599,283.0,🌶️
21273,"PIZZA HUT 12 Cheese Pizza, THIN 'N CRISPY Crust","PIZZA HUT 12 Käsepizza, DÜNNER UND KNUSPRIGER Boden","PIZZA HUT Pizza de 12 quesos, masa fina y crujiente","PIZZA HUT Pizza 12 Fromages, Croûte MINCE ET CROUSTILLANTE",0.795,303.0,🧀
21271,"PIZZA HUT 12 Cheese Pizza, Hand-Tossed Crust","PIZZA HUT 12-Käse-Pizza, handgewürfelter Boden","PIZZA HUT Pizza de 12 quesos, masa mezclada a mano","PIZZA HUT Pizza 12 fromages, croûte préparée à la main",0.665,271.0,🧀
21272,"PIZZA HUT 12 Cheese Pizza, Pan Crust","PIZZA HUT 12 Käsepizza, Pfannenboden","PIZZA HUT Pizza de 12 quesos, masa moldeada","PIZZA HUT Pizza 12 fromages, croûte à la poêle",0.615,280.0,🧀
21280,"DOMINO'S 14 Pepperoni Pizza, Classic Hand-Tossed Crust","DOMINO'S 14 Peperoni-Pizza, klassischer handgewürfelter Boden","DOMINO'S 14 Pizza de pepperoni, masa clásica mezclada a mano","Pizza au pepperoni DOMINO'S 14, croûte classique préparée à la main",0.529,273.0,🌶️
21279,"DOMINO'S 14 Cheese Pizza, Crunchy Thin Crust","DOMINO'S 14-Käse-Pizza, knuspriger dünner Boden","DOMINO'S Pizza de 14 Quesos, Masa Fina Crujiente","Pizza aux 14 fromages DOMINO'S, croûte fine et croustillante",0.695,298.0,🧀
21034,"Fast foods, sundae, strawberry","Fastfood, Eisbecher, Erdbeere","Comidas rápidas, helado, fresa.","Restauration rapide, coupe glacée, fraise",0.185,175.0,🍓
21022,"Fast foods, english muffin, with egg, cheese, and sausage","Fastfood, englischer Muffin, mit Ei, Käse und Wurst","Comidas rápidas, muffin inglés, con huevo, queso y salchicha","Restauration rapide, muffin anglais, avec œuf, fromage et saucisse",0.588,286.0,🧀
21060,"Fast foods, burrito, with beans","Fastfood, Burrito, mit Bohnen","Comidas rápidas, burrito, con frijoles.","Restauration rapide, burrito, aux haricots",0.351,206.0,🫘
21020,"Fast foods, english muffin, with cheese and sausage","Fastfood, englisches Muffin, mit Käse und Wurst","Comidas rápidas, muffin inglés, con queso y salchicha","Restauration rapide, muffin anglais, avec fromage et saucisses",0.545,338.0,🧀
21008,"Fast foods, biscuit, with ham","Fastfood, Keks, mit Schinken","Comidas rápidas, galleta, con jamón.","Restauration rapide, biscuit, au jambon",0.547,342.0,🍽️
21005,"Fast Foods, biscuit, with egg and sausage","Fast Food, Keks, mit Ei und Wurst","Comidas rápidas, galleta, con huevo y salchicha.","Fast Foods, biscuit, avec oeuf et saucisse",0.46,312.0,🥚
20654,"Pasta, gluten-free, brown rice flour, cooked, TINKYADA","Nudeln, glutenfrei, braunes Reismehl, gekocht, TINKYADA","Pasta, sin gluten, harina de arroz integral, cocida, TINKYADA","Pâtes, sans gluten, farine de riz brun, cuites, TINKYADA",0.174,138.0,🍚
20655,"Pasta, gluten-free, corn flour and quinoa flour, cooked, ANCIENT HARVEST","Nudeln, glutenfrei, Maismehl und Quinoamehl, gekocht, ALTE ERNTE","Pasta, sin gluten, harina de maíz y harina de quinua, cocida, COSECHA ANTIGUA","Pâtes, sans gluten, farine de maïs et farine de quinoa, cuites, RÉCOLTE ANCIENNE",0.148,152.0,🌽
21007,"Fast foods, biscuit, with egg, cheese, and bacon","Fastfood, Keks, mit Ei, Käse und Speck","Comidas rápidas, galleta, con huevo, queso y tocino.","Restauration rapide, biscuit, avec œuf, fromage et bacon",0.561,301.0,🧀
20641,"Wheat flour, white (industrial), 13% protein, bleached, unenriched","Weizenmehl, weiß (industriell), 13 % Protein, gebleicht, nicht angereichert","Harina de trigo, blanca (industrial), 13% de proteína, blanqueada, no enriquecida","Farine de blé, blanche (industrielle), 13% protéines, blanchie, non enrichie",0.598,362.0,🍽️
20645,"Wheat flour, white (industrial), 15% protein, bleached, enriched","Weizenmehl, weiß (industriell), 15 % Protein, gebleicht, angereichert","Harina de trigo, blanca (industrial), 15% de proteína, blanqueada, enriquecida","Farine de blé, blanche (industrielle), 15% protéines, blanchie, enrichie",0.775,362.0,🍽️
20646,"Wheat flour, white (industrial), 15% protein, bleached, unenriched","Weizenmehl, weiß (industriell), 15 % Protein, gebleicht, nicht angereichert","Harina de trigo, blanca (industrial), 15% de proteína, blanqueada, no enriquecida","Farine de blé, blanche (industrielle), 15% de protéines, blanchie, non enrichie",0.775,362.0,🍽️
20647,Millet flour,Hirsemehl,harina de mijo,Farine de mil,0.675,382.0,🍽️
20623,"Wheat flour, white (industrial), 9% protein, bleached, enriched","Weizenmehl, weiß (industriell), 9 % Protein, gebleicht, angereichert","Harina de trigo, blanca (industrial), 9% de proteína, blanqueada, enriquecida","Farine de blé, blanche (industrielle), 9% protéines, blanchie, enrichie",0.373,367.0,🍽️
20522,"Cornmeal, degermed, unenriched, white","Maismehl, entkeimt, nicht angereichert, weiß","Harina de maíz, desgerminada, no enriquecida, blanca","Farine de maïs, dégermée, non enrichie, blanche",0.366,370.0,🌽
20629,"Wheat flour, white (industrial), 10% protein, bleached, unenriched","Weizenmehl, weiß (industriell), 10 % Protein, gebleicht, nicht angereichert","Harina de trigo, blanca (industrial), 10% de proteína, blanqueada, no enriquecida","Farine de blé, blanche (industrielle), 10% protéines, blanchie, non enrichie",0.399,366.0,🍽️
20628,"Wheat flour, white (industrial), 10% protein, bleached, enriched","Weizenmehl, weiß (industriell), 10 % Protein, gebleicht, angereichert","Harina de trigo, blanca (industrial), 10% de proteína, blanqueada, enriquecida","Farine de blé, blanche (industrielle), 10% protéines, blanchie, enrichie",0.399,366.0,🍽️
20624,"Wheat flour, white (industrial), 9% protein, bleached, unenriched","Weizenmehl, weiß (industriell), 9 % Protein, gebleicht, nicht angereichert","Harina de trigo, blanca (industrial), 9% de proteína, blanqueada, no enriquecida","Farine de blé, blanche (industrielle), 9% de protéines, blanchie, non enrichie",0.373,367.0,🍽️
7007,"Bologna, beef","Bologna, Rindfleisch","Bolonia, ternera","Bologne, boeuf",0.437,299.0,🥩
20521,"Pasta, cooked, unenriched, with added salt","Nudeln, gekocht, nicht angereichert, mit Salzzusatz","Pasta, cocida, no enriquecida, con sal añadida","Pâtes cuites, non enrichies, avec sel ajouté",0.297,157.0,🧂
15229,"Mollusks, cuttlefish, mixed species, cooked, moist heat","Weichtiere, Tintenfische, gemischte Arten, gekocht, feuchte Hitze","Moluscos, sepia, especies mixtas, cocidos en calor húmedo","Mollusques, seiches, espèces mixtes, cuites, chaleur humide",1.16,158.0,🐟
7008,"Bologna, beef and pork","Bologna, Rind- und Schweinefleisch","Bolonia, ternera y cerdo","Bologne, bœuf et porc",0.689,308.0,🥩
